Student_ID,Subject,Study_Hours,Sleep_Hours,Attendance_Pct,Assignments_Completed,Daily_Consistency,Study_Days_Remaining,Previous_Marks,Final_Marks
231,Python Programming,1.3,4.6,76.5,33.7,3,44,93.8,53.9
231,DBMS,2.7,4.6,76.5,33.7,3,44,76.5,50.9
231,Data Analytics,2.1,4.6,76.5,33.7,3,44,80.0,55.5
231,Operating Systems,5.2,4.6,76.5,33.7,3,44,80.2,49.5
231,Algorithms,5.5,4.6,76.5,33.7,3,44,43.8,51.2
232,Python Programming,7.0,6.2,90.1,59.7,7,36,58.7,67.4
232,DBMS,7.1,6.2,90.1,59.7,7,36,44.8,68.4
232,Data Analytics,2.3,6.2,90.1,59.7,7,36,63.7,60.1
232,Operating Systems,2.2,6.2,90.1,59.7,7,36,78.9,73.9
232,Algorithms,2.4,6.2,90.1,59.7,7,36,51.6,56.8
233,Python Programming,3.1,6.6,79.1,81.2,4,39,54.6,56.4
233,DBMS,5.9,6.6,79.1,81.2,4,39,50.6,62.8
233,Data Analytics,6.8,6.6,79.1,81.2,4,39,45.6,58.9
233,Operating Systems,6.5,6.6,79.1,81.2,4,39,84.6,72.7
233,Algorithms,2.2,6.6,79.1,81.2,4,39,78.9,61.1
234,Python Programming,6.0,7.5,85.7,80.3,3,21,50.1,63.8
234,DBMS,3.3,7.5,85.7,80.3,3,21,66.8,52.6
234,Data Analytics,2.0,7.5,85.7,80.3,3,21,80.0,58.0
234,Operating Systems,6.7,7.5,85.7,80.3,3,21,54.2,63.6
234,Algorithms,4.5,7.5,85.7,80.3,3,21,87.1,77.9
235,Python Programming,3.7,7.9,87.5,83.3,5,28,55.8,61.3
235,DBMS,6.1,7.9,87.5,83.3,5,28,86.0,78.0
235,Data Analytics,7.0,7.9,87.5,83.3,5,28,42.3,71.5
235,Operating Systems,1.3,7.9,87.5,83.3,5,28,74.3,60.6
235,Algorithms,5.7,7.9,87.5,83.3,5,28,58.5,66.9
236,Python Programming,6.9,5.8,74.3,63.6,2,36,46.3,55.9
236,DBMS,2.8,5.8,74.3,63.6,2,36,85.5,58.7
236,Data Analytics,4.3,5.8,74.3,63.6,2,36,83.6,61.5
236,Operating Systems,3.8,5.8,74.3,63.6,2,36,63.4,60.6
236,Algorithms,4.8,5.8,74.3,63.6,2,36,91.9,62.2
237,Python Programming,3.3,6.6,75.8,74.1,6,22,57.4,55.8
237,DBMS,1.7,6.6,75.8,74.1,6,22,60.2,55.9
237,Data Analytics,7.8,6.6,75.8,74.1,6,22,93.4,83.1
237,Operating Systems,7.1,6.6,75.8,74.1,6,22,73.0,70.1
237,Algorithms,5.4,6.6,75.8,74.1,6,22,65.1,72.6
238,Python Programming,7.4,6.8,96.2,60.7,7,22,73.6,77.4
238,DBMS,4.8,6.8,96.2,60.7,7,22,53.7,68.3
238,Data Analytics,4.9,6.8,96.2,60.7,7,22,68.3,67.0
238,Operating Systems,1.7,6.8,96.2,60.7,7,22,40.9,49.4
238,Algorithms,5.2,6.8,96.2,60.7,7,22,44.4,63.6
239,Python Programming,3.8,7.3,84.6,78.3,5,13,88.4,66.9
239,DBMS,5.5,7.3,84.6,78.3,5,13,89.5,72.7
239,Data Analytics,3.2,7.3,84.6,78.3,5,13,51.1,58.7
239,Operating Systems,7.4,7.3,84.6,78.3,5,13,81.8,74.5
239,Algorithms,2.3,7.3,84.6,78.3,5,13,81.6,70.4
240,Python Programming,6.9,6.8,64.6,50.7,3,31,51.3,56.8
240,DBMS,7.7,6.8,64.6,50.7,3,31,58.8,60.5
240,Data Analytics,1.1,6.8,64.6,50.7,3,31,61.0,49.4
240,Operating Systems,3.1,6.8,64.6,50.7,3,31,42.1,31.0
240,Algorithms,5.4,6.8,64.6,50.7,3,31,74.2,62.6
241,Python Programming,2.9,5.0,77.7,58.5,6,42,58.3,60.3
241,DBMS,5.9,5.0,77.7,58.5,6,42,82.1,73.7
241,Data Analytics,1.4,5.0,77.7,58.5,6,42,61.3,53.8
241,Operating Systems,3.0,5.0,77.7,58.5,6,42,56.7,59.0
241,Algorithms,4.0,5.0,77.7,58.5,6,42,87.8,64.3
242,Python Programming,3.0,5.4,73.2,70.5,2,19,90.8,73.6
242,DBMS,2.6,5.4,73.2,70.5,2,19,55.9,54.6
242,Data Analytics,1.8,5.4,73.2,70.5,2,19,92.5,51.9
242,Operating Systems,7.1,5.4,73.2,70.5,2,19,71.7,71.9
242,Algorithms,1.5,5.4,73.2,70.5,2,19,55.5,40.9
243,Python Programming,4.6,7.8,64.6,91.1,2,35,81.3,74.4
243,DBMS,3.2,7.8,64.6,91.1,2,35,68.3,58.8
243,Data Analytics,3.5,7.8,64.6,91.1,2,35,69.5,66.4
243,Operating Systems,6.0,7.8,64.6,91.1,2,35,64.4,65.6
243,Algorithms,4.3,7.8,64.6,91.1,2,35,81.6,68.9
244,Python Programming,3.9,7.6,87.9,63.5,3,25,88.3,67.7
244,DBMS,2.4,7.6,87.9,63.5,3,25,85.5,59.1
244,Data Analytics,7.8,7.6,87.9,63.5,3,25,68.2,72.9
244,Operating Systems,3.0,7.6,87.9,63.5,3,25,65.8,55.1
244,Algorithms,2.3,7.6,87.9,63.5,3,25,47.1,52.6
245,Python Programming,3.4,5.9,89.9,72.1,6,6,94.3,68.5
245,DBMS,4.4,5.9,89.9,72.1,6,6,49.9,58.9
245,Data Analytics,6.0,5.9,89.9,72.1,6,6,94.1,84.5
245,Operating Systems,1.4,5.9,89.9,72.1,6,6,45.3,43.9
245,Algorithms,2.3,5.9,89.9,72.1,6,6,42.2,55.3
246,Python Programming,6.5,5.3,79.0,73.9,6,23,40.6,64.3
246,DBMS,6.3,5.3,79.0,73.9,6,23,89.1,83.5
246,Data Analytics,4.3,5.3,79.0,73.9,6,23,61.4,49.3
246,Operating Systems,7.2,5.3,79.0,73.9,6,23,89.2,85.3
246,Algorithms,7.5,5.3,79.0,73.9,6,23,92.9,74.2
247,Python Programming,5.1,7.9,49.9,70.3,7,25,55.5,66.1
247,DBMS,3.0,7.9,49.9,70.3,7,25,62.3,55.7
247,Data Analytics,2.1,7.9,49.9,70.3,7,25,64.2,58.3
247,Operating Systems,4.6,7.9,49.9,70.3,7,25,54.2,58.7
247,Algorithms,3.1,7.9,49.9,70.3,7,25,93.2,69.5
248,Python Programming,7.6,7.6,78.4,92.1,6,6,77.4,80.1
248,DBMS,5.0,7.6,78.4,92.1,6,6,73.6,74.0
248,Data Analytics,5.8,7.6,78.4,92.1,6,6,81.2,76.8
248,Operating Systems,2.5,7.6,78.4,92.1,6,6,87.7,70.9
248,Algorithms,1.7,7.6,78.4,92.1,6,6,56.2,57.2
249,Python Programming,1.1,6.0,82.7,94.3,3,39,89.3,58.5
249,DBMS,1.2,6.0,82.7,94.3,3,39,53.2,48.9
249,Data Analytics,4.6,6.0,82.7,94.3,3,39,83.8,69.2
249,Operating Systems,3.4,6.0,82.7,94.3,3,39,78.8,67.7
249,Algorithms,2.7,6.0,82.7,94.3,3,39,47.9,48.1
250,Python Programming,5.9,6.3,75.3,82.4,7,31,76.0,74.8
250,DBMS,7.1,6.3,75.3,82.4,7,31,53.4,74.7
250,Data Analytics,5.6,6.3,75.3,82.4,7,31,61.4,68.7
250,Operating Systems,1.9,6.3,75.3,82.4,7,31,54.4,63.8
250,Algorithms,1.9,6.3,75.3,82.4,7,31,73.0,65.1
251,Python Programming,5.8,10.0,88.0,46.7,7,18,55.0,66.0
251,DBMS,6.2,10.0,88.0,46.7,7,18,42.8,65.2
251,Data Analytics,3.5,10.0,88.0,46.7,7,18,57.4,60.3
251,Operating Systems,4.4,10.0,88.0,46.7,7,18,57.6,62.7
251,Algorithms,7.8,10.0,88.0,46.7,7,18,62.6,72.8
252,Python Programming,6.9,4.7,100.0,68.3,3,35,60.9,71.6
252,DBMS,4.5,4.7,100.0,68.3,3,35,40.4,52.1
252,Data Analytics,2.9,4.7,100.0,68.3,3,35,61.7,53.1
252,Operating Systems,5.8,4.7,100.0,68.3,3,35,84.8,61.3
252,Algorithms,7.6,4.7,100.0,68.3,3,35,77.2,68.9
253,Python Programming,6.0,6.9,64.8,59.2,6,43,54.9,63.5
253,DBMS,6.3,6.9,64.8,59.2,6,43,79.7,72.5
253,Data Analytics,2.0,6.9,64.8,59.2,6,43,87.6,61.1
253,Operating Systems,7.1,6.9,64.8,59.2,6,43,63.0,59.9
253,Algorithms,6.0,6.9,64.8,59.2,6,43,59.7,62.0
254,Python Programming,5.5,4.5,75.2,76.5,6,31,50.1,60.4
254,DBMS,2.6,4.5,75.2,76.5,6,31,75.0,56.8
254,Data Analytics,7.1,4.5,75.2,76.5,6,31,64.4,67.0
254,Operating Systems,2.0,4.5,75.2,76.5,6,31,87.4,68.1
254,Algorithms,4.2,4.5,75.2,76.5,6,31,61.8,72.5
255,Python Programming,6.1,4.3,98.1,44.0,4,15,49.6,53.9
255,DBMS,4.8,4.3,98.1,44.0,4,15,79.3,59.8
255,Data Analytics,4.1,4.3,98.1,44.0,4,15,56.3,51.6
255,Operating Systems,7.5,4.3,98.1,44.0,4,15,46.9,56.5
255,Algorithms,4.1,4.3,98.1,44.0,4,15,70.5,57.6
256,Python Programming,3.1,4.2,75.9,66.0,7,10,89.5,67.6
256,DBMS,5.4,4.2,75.9,66.0,7,10,64.1,64.0
256,Data Analytics,6.4,4.2,75.9,66.0,7,10,54.6,60.8
256,Operating Systems,6.6,4.2,75.9,66.0,7,10,53.8,64.0
256,Algorithms,3.1,4.2,75.9,66.0,7,10,54.6,59.4
257,Python Programming,5.5,6.7,77.2,39.4,7,9,87.7,82.6
257,DBMS,6.8,6.7,77.2,39.4,7,9,74.4,69.6
257,Data Analytics,3.7,6.7,77.2,39.4,7,9,91.9,65.4
257,Operating Systems,5.3,6.7,77.2,39.4,7,9,85.9,68.0
257,Algorithms,6.2,6.7,77.2,39.4,7,9,55.1,64.8
258,Python Programming,7.5,8.8,66.0,96.9,5,33,41.4,69.0
258,DBMS,5.9,8.8,66.0,96.9,5,33,79.9,81.0
258,Data Analytics,5.5,8.8,66.0,96.9,5,33,47.1,71.2
258,Operating Systems,5.6,8.8,66.0,96.9,5,33,94.0,82.0
258,Algorithms,1.3,8.8,66.0,96.9,5,33,59.9,62.0
259,Python Programming,7.5,8.3,85.4,73.4,3,42,75.3,73.2
259,DBMS,3.2,8.3,85.4,73.4,3,42,68.9,59.5
259,Data Analytics,3.5,8.3,85.4,73.4,3,42,77.5,54.1
259,Operating Systems,5.6,8.3,85.4,73.4,3,42,79.3,67.6
259,Algorithms,1.9,8.3,85.4,73.4,3,42,76.1,54.2
260,Python Programming,5.7,6.3,81.0,74.9,5,6,85.2,76.0
260,DBMS,2.7,6.3,81.0,74.9,5,6,63.2,59.0
260,Data Analytics,2.3,6.3,81.0,74.9,5,6,45.6,42.2
260,Operating Systems,7.4,6.3,81.0,74.9,5,6,85.1,78.2
260,Algorithms,3.4,6.3,81.0,74.9,5,6,70.1,67.9
261,Python Programming,1.4,6.5,82.0,84.6,6,41,72.3,62.2
261,DBMS,6.9,6.5,82.0,84.6,6,41,41.0,66.2
261,Data Analytics,6.7,6.5,82.0,84.6,6,41,58.0,68.1
261,Operating Systems,3.4,6.5,82.0,84.6,6,41,72.8,70.1
261,Algorithms,5.1,6.5,82.0,84.6,6,41,80.8,81.2
262,Python Programming,5.7,7.9,69.4,89.8,5,6,87.2,73.0
262,DBMS,7.7,7.9,69.4,89.8,5,6,74.6,81.7
262,Data Analytics,5.3,7.9,69.4,89.8,5,6,83.0,82.2
262,Operating Systems,5.9,7.9,69.4,89.8,5,6,85.9,76.3
262,Algorithms,5.5,7.9,69.4,89.8,5,6,57.3,71.2
263,Python Programming,4.4,7.4,68.1,64.5,7,30,40.8,60.0
263,DBMS,7.4,7.4,68.1,64.5,7,30,93.7,80.8
263,Data Analytics,6.3,7.4,68.1,64.5,7,30,53.9,63.7
263,Operating Systems,7.3,7.4,68.1,64.5,7,30,71.6,81.2
263,Algorithms,4.5,7.4,68.1,64.5,7,30,90.1,71.9
264,Python Programming,7.6,8.9,78.4,82.5,5,41,51.3,71.3
264,DBMS,5.3,8.9,78.4,82.5,5,41,52.3,75.8
264,Data Analytics,2.3,8.9,78.4,82.5,5,41,68.6,65.3
264,Operating Systems,4.3,8.9,78.4,82.5,5,41,43.9,57.6
264,Algorithms,5.0,8.9,78.4,82.5,5,41,68.3,76.1
265,Python Programming,1.7,7.0,70.2,80.2,4,41,49.2,44.5
265,DBMS,7.5,7.0,70.2,80.2,4,41,85.2,85.7
265,Data Analytics,4.8,7.0,70.2,80.2,4,41,77.2,61.7
265,Operating Systems,5.8,7.0,70.2,80.2,4,41,74.6,75.0
265,Algorithms,5.0,7.0,70.2,80.2,4,41,85.8,71.1
266,Python Programming,2.9,8.8,90.9,59.0,4,24,52.3,58.8
266,DBMS,7.0,8.8,90.9,59.0,4,24,84.9,75.8
266,Data Analytics,2.5,8.8,90.9,59.0,4,24,44.3,36.5
266,Operating Systems,5.0,8.8,90.9,59.0,4,24,45.4,62.5
266,Algorithms,7.7,8.8,90.9,59.0,4,24,53.2,69.5
267,Python Programming,3.4,10.0,75.2,81.2,3,18,57.4,59.3
267,DBMS,6.5,10.0,75.2,81.2,3,18,77.4,74.8
267,Data Analytics,1.7,10.0,75.2,81.2,3,18,89.4,57.3
267,Operating Systems,7.5,10.0,75.2,81.2,3,18,93.9,84.7
267,Algorithms,1.3,10.0,75.2,81.2,3,18,71.9,60.2
268,Python Programming,7.8,5.9,78.5,96.8,2,9,93.0,76.2
268,DBMS,2.1,5.9,78.5,96.8,2,9,56.5,44.8
268,Data Analytics,6.7,5.9,78.5,96.8,2,9,60.8,59.1
268,Operating Systems,1.6,5.9,78.5,96.8,2,9,58.8,45.7
268,Algorithms,3.9,5.9,78.5,96.8,2,9,49.2,49.6
269,Python Programming,2.7,6.7,76.6,93.9,2,6,56.8,53.2
269,DBMS,4.4,6.7,76.6,93.9,2,6,43.5,50.1
269,Data Analytics,3.5,6.7,76.6,93.9,2,6,81.4,60.0
269,Operating Systems,4.5,6.7,76.6,93.9,2,6,47.0,42.3
269,Algorithms,1.2,6.7,76.6,93.9,2,6,74.9,54.2
270,Python Programming,5.2,8.4,76.1,88.9,5,40,74.7,74.9
270,DBMS,3.9,8.4,76.1,88.9,5,40,47.9,58.7
270,Data Analytics,2.5,8.4,76.1,88.9,5,40,80.5,70.1
270,Operating Systems,3.2,8.4,76.1,88.9,5,40,67.8,72.5
270,Algorithms,2.0,8.4,76.1,88.9,5,40,40.5,49.6
271,Python Programming,4.0,6.5,80.6,53.7,7,33,79.5,67.8
271,DBMS,4.1,6.5,80.6,53.7,7,33,80.3,71.2
271,Data Analytics,5.1,6.5,80.6,53.7,7,33,51.6,57.9
271,Operating Systems,2.7,6.5,80.6,53.7,7,33,74.5,60.1
271,Algorithms,2.8,6.5,80.6,53.7,7,33,87.7,72.5
272,Python Programming,3.5,9.9,74.0,70.7,4,30,94.8,74.2
272,DBMS,4.4,9.9,74.0,70.7,4,30,66.7,70.5
272,Data Analytics,6.6,9.9,74.0,70.7,4,30,64.8,73.0
272,Operating Systems,6.0,9.9,74.0,70.7,4,30,72.2,66.2
272,Algorithms,4.2,9.9,74.0,70.7,4,30,53.5,61.0
273,Python Programming,4.8,7.9,77.5,86.2,7,18,47.1,64.9
273,DBMS,3.6,7.9,77.5,86.2,7,18,45.5,56.3
273,Data Analytics,6.4,7.9,77.5,86.2,7,18,52.1,82.1
273,Operating Systems,2.2,7.9,77.5,86.2,7,18,62.3,63.5
273,Algorithms,3.9,7.9,77.5,86.2,7,18,68.4,71.7
274,Python Programming,2.2,8.4,67.7,66.7,2,13,75.6,65.0
274,DBMS,2.7,8.4,67.7,66.7,2,13,79.5,62.8
274,Data Analytics,5.3,8.4,67.7,66.7,2,13,89.1,76.0
274,Operating Systems,1.6,8.4,67.7,66.7,2,13,58.2,56.0
274,Algorithms,5.8,8.4,67.7,66.7,2,13,51.7,55.4
275,Python Programming,3.4,5.6,72.0,63.0,5,36,58.6,52.9
275,DBMS,1.0,5.6,72.0,63.0,5,36,77.4,52.1
275,Data Analytics,2.1,5.6,72.0,63.0,5,36,83.5,60.4
275,Operating Systems,5.3,5.6,72.0,63.0,5,36,42.5,46.8
275,Algorithms,3.6,5.6,72.0,63.0,5,36,82.3,67.9
276,Python Programming,1.6,8.9,76.0,76.0,3,40,77.0,53.9
276,DBMS,5.8,8.9,76.0,76.0,3,40,58.8,68.8
276,Data Analytics,2.5,8.9,76.0,76.0,3,40,69.8,57.0
276,Operating Systems,7.8,8.9,76.0,76.0,3,40,48.1,58.1
276,Algorithms,7.8,8.9,76.0,76.0,3,40,55.0,75.9
277,Python Programming,1.3,6.9,82.3,75.6,5,39,73.0,56.5
277,DBMS,3.4,6.9,82.3,75.6,5,39,92.4,72.4
277,Data Analytics,6.7,6.9,82.3,75.6,5,39,76.7,78.1
277,Operating Systems,1.9,6.9,82.3,75.6,5,39,82.1,59.7
277,Algorithms,6.7,6.9,82.3,75.6,5,39,69.5,67.6
278,Python Programming,1.5,7.7,76.4,78.5,2,34,74.5,52.1
278,DBMS,2.8,7.7,76.4,78.5,2,34,84.2,47.3
278,Data Analytics,6.3,7.7,76.4,78.5,2,34,47.3,61.0
278,Operating Systems,4.8,7.7,76.4,78.5,2,34,70.0,63.0
278,Algorithms,7.0,7.7,76.4,78.5,2,34,87.1,72.3
279,Python Programming,6.5,6.4,85.8,81.6,2,36,52.9,63.1
279,DBMS,5.5,6.4,85.8,81.6,2,36,53.0,62.9
279,Data Analytics,1.9,6.4,85.8,81.6,2,36,87.7,62.8
279,Operating Systems,5.2,6.4,85.8,81.6,2,36,47.0,50.6
279,Algorithms,5.9,6.4,85.8,81.6,2,36,81.7,69.5
280,Python Programming,3.5,5.5,80.2,73.3,2,21,69.1,49.1
280,DBMS,5.1,5.5,80.2,73.3,2,21,83.8,71.4
280,Data Analytics,3.4,5.5,80.2,73.3,2,21,43.0,43.7
280,Operating Systems,4.9,5.5,80.2,73.3,2,21,72.3,62.0
280,Algorithms,7.4,5.5,80.2,73.3,2,21,90.0,76.3
281,Python Programming,1.7,10.0,86.3,71.0,2,25,82.8,60.4
281,DBMS,2.2,10.0,86.3,71.0,2,25,64.6,60.8
281,Data Analytics,7.1,10.0,86.3,71.0,2,25,56.0,64.1
281,Operating Systems,1.6,10.0,86.3,71.0,2,25,56.4,46.8
281,Algorithms,2.9,10.0,86.3,71.0,2,25,50.1,60.5
282,Python Programming,3.9,7.0,62.1,84.9,2,42,82.7,59.4
282,DBMS,3.4,7.0,62.1,84.9,2,42,71.0,61.8
282,Data Analytics,1.4,7.0,62.1,84.9,2,42,86.9,54.0
282,Operating Systems,2.4,7.0,62.1,84.9,2,42,88.1,68.0
282,Algorithms,3.2,7.0,62.1,84.9,2,42,89.8,60.1
283,Python Programming,1.9,6.7,78.4,85.2,5,22,90.3,65.5
283,DBMS,4.5,6.7,78.4,85.2,5,22,64.9,58.3
283,Data Analytics,1.8,6.7,78.4,85.2,5,22,61.1,56.7
283,Operating Systems,6.9,6.7,78.4,85.2,5,22,87.6,88.2
283,Algorithms,1.8,6.7,78.4,85.2,5,22,72.3,63.3
284,Python Programming,5.3,7.9,69.3,62.9,6,6,75.1,70.8
284,DBMS,5.9,7.9,69.3,62.9,6,6,46.2,62.6
284,Data Analytics,4.3,7.9,69.3,62.9,6,6,94.0,79.9
284,Operating Systems,6.2,7.9,69.3,62.9,6,6,46.5,61.3
284,Algorithms,1.2,7.9,69.3,62.9,6,6,62.2,54.7
285,Python Programming,6.2,7.8,70.3,100.0,7,29,79.8,82.0
285,DBMS,2.0,7.8,70.3,100.0,7,29,86.0,68.9
285,Data Analytics,2.7,7.8,70.3,100.0,7,29,60.5,60.3
285,Operating Systems,2.8,7.8,70.3,100.0,7,29,66.9,68.0
285,Algorithms,1.4,7.8,70.3,100.0,7,29,47.8,55.9
286,Python Programming,1.1,6.2,81.5,75.7,2,26,88.5,63.4
286,DBMS,5.0,6.2,81.5,75.7,2,26,58.2,58.5
286,Data Analytics,4.5,6.2,81.5,75.7,2,26,46.1,61.4
286,Operating Systems,3.7,6.2,81.5,75.7,2,26,53.3,51.5
286,Algorithms,1.6,6.2,81.5,75.7,2,26,45.6,41.7
287,Python Programming,6.5,8.5,80.5,62.7,3,22,77.5,66.2
287,DBMS,7.2,8.5,80.5,62.7,3,22,78.1,73.1
287,Data Analytics,4.6,8.5,80.5,62.7,3,22,71.1,61.8
287,Operating Systems,1.1,8.5,80.5,62.7,3,22,82.9,52.1
287,Algorithms,6.7,8.5,80.5,62.7,3,22,60.9,58.4
288,Python Programming,3.7,4.0,80.5,76.7,7,35,93.5,75.2
288,DBMS,2.1,4.0,80.5,76.7,7,35,59.5,45.0
288,Data Analytics,5.7,4.0,80.5,76.7,7,35,51.9,55.5
288,Operating Systems,2.5,4.0,80.5,76.7,7,35,80.1,49.3
288,Algorithms,2.2,4.0,80.5,76.7,7,35,50.3,51.3
289,Python Programming,5.3,7.2,89.6,74.2,4,23,76.5,69.3
289,DBMS,6.9,7.2,89.6,74.2,4,23,51.9,66.8
289,Data Analytics,7.9,7.2,89.6,74.2,4,23,45.4,73.6
289,Operating Systems,3.1,7.2,89.6,74.2,4,23,75.1,66.4
289,Algorithms,1.5,7.2,89.6,74.2,4,23,70.2,55.9
290,Python Programming,2.4,8.6,97.5,96.0,6,10,85.5,82.1
290,DBMS,4.9,8.6,97.5,96.0,6,10,81.9,75.8
290,Data Analytics,5.0,8.6,97.5,96.0,6,10,87.7,86.0
290,Operating Systems,4.0,8.6,97.5,96.0,6,10,93.2,75.9
290,Algorithms,3.7,8.6,97.5,96.0,6,10,92.3,79.6
291,Python Programming,3.6,6.4,88.0,90.2,2,28,41.0,45.0
291,DBMS,5.9,6.4,88.0,90.2,2,28,41.2,52.7
291,Data Analytics,5.0,6.4,88.0,90.2,2,28,67.7,66.7
291,Operating Systems,1.1,6.4,88.0,90.2,2,28,60.0,55.7
291,Algorithms,7.2,6.4,88.0,90.2,2,28,66.6,72.4
292,Python Programming,3.2,8.7,70.8,77.2,2,25,44.6,52.3
292,DBMS,5.8,8.7,70.8,77.2,2,25,78.9,67.5
292,Data Analytics,4.0,8.7,70.8,77.2,2,25,64.3,59.2
292,Operating Systems,5.7,8.7,70.8,77.2,2,25,57.3,66.8
292,Algorithms,2.7,8.7,70.8,77.2,2,25,93.8,68.6
293,Python Programming,3.9,5.9,65.4,87.1,6,44,81.9,64.6
293,DBMS,7.3,5.9,65.4,87.1,6,44,76.6,78.8
293,Data Analytics,5.4,5.9,65.4,87.1,6,44,84.3,70.7
293,Operating Systems,6.8,5.9,65.4,87.1,6,44,87.8,88.1
293,Algorithms,2.9,5.9,65.4,87.1,6,44,95.0,66.8
294,Python Programming,7.6,6.2,84.2,75.6,7,38,77.0,82.8
294,DBMS,1.5,6.2,84.2,75.6,7,38,65.6,57.1
294,Data Analytics,4.2,6.2,84.2,75.6,7,38,72.0,60.4
294,Operating Systems,3.5,6.2,84.2,75.6,7,38,49.0,64.7
294,Algorithms,5.6,6.2,84.2,75.6,7,38,58.6,68.0
295,Python Programming,5.8,7.8,87.3,78.5,3,32,75.5,76.0
295,DBMS,7.2,7.8,87.3,78.5,3,32,80.3,78.7
295,Data Analytics,2.9,7.8,87.3,78.5,3,32,85.8,66.5
295,Operating Systems,4.0,7.8,87.3,78.5,3,32,75.7,70.3
295,Algorithms,2.0,7.8,87.3,78.5,3,32,64.4,63.1
296,Python Programming,5.1,7.3,91.6,81.4,5,33,92.8,82.8
296,DBMS,5.6,7.3,91.6,81.4,5,33,68.7,71.4
296,Data Analytics,3.1,7.3,91.6,81.4,5,33,81.1,66.7
296,Operating Systems,2.5,7.3,91.6,81.4,5,33,51.3,55.0
296,Algorithms,3.2,7.3,91.6,81.4,5,33,88.7,70.4
297,Python Programming,3.4,8.3,87.4,74.7,7,39,72.3,70.8
297,DBMS,1.7,8.3,87.4,74.7,7,39,80.2,73.6
297,Data Analytics,4.5,8.3,87.4,74.7,7,39,49.9,62.3
297,Operating Systems,6.1,8.3,87.4,74.7,7,39,53.9,67.0
297,Algorithms,5.3,8.3,87.4,74.7,7,39,76.6,76.5
298,Python Programming,6.1,6.8,84.8,49.0,6,12,41.8,60.1
298,DBMS,5.2,6.8,84.8,49.0,6,12,69.7,66.0
298,Data Analytics,1.4,6.8,84.8,49.0,6,12,70.3,57.4
298,Operating Systems,6.9,6.8,84.8,49.0,6,12,94.8,70.8
298,Algorithms,7.3,6.8,84.8,49.0,6,12,50.5,62.1
299,Python Programming,4.4,9.6,66.1,85.6,7,14,78.6,77.7
299,DBMS,7.0,9.6,66.1,85.6,7,14,59.6,72.7
299,Data Analytics,4.1,9.6,66.1,85.6,7,14,83.8,80.5
299,Operating Systems,4.8,9.6,66.1,85.6,7,14,75.7,79.5
299,Algorithms,4.8,9.6,66.1,85.6,7,14,81.2,84.9
300,Python Programming,4.4,9.1,88.0,74.4,6,22,86.0,69.9
300,DBMS,2.1,9.1,88.0,74.4,6,22,55.2,60.1
300,Data Analytics,2.7,9.1,88.0,74.4,6,22,61.4,61.4
300,Operating Systems,4.1,9.1,88.0,74.4,6,22,89.0,71.6
300,Algorithms,4.7,9.1,88.0,74.4,6,22,93.0,78.9
301,Python Programming,6.4,7.1,81.9,76.4,4,8,90.3,76.7
301,DBMS,7.0,7.1,81.9,76.4,4,8,77.6,77.4
301,Data Analytics,4.6,7.1,81.9,76.4,4,8,52.8,61.8
301,Operating Systems,6.9,7.1,81.9,76.4,4,8,80.0,72.5
301,Algorithms,6.5,7.1,81.9,76.4,4,8,50.3,61.0
302,Python Programming,1.1,6.4,90.3,68.7,3,10,44.1,41.7
302,DBMS,2.8,6.4,90.3,68.7,3,10,76.8,59.2
302,Data Analytics,5.2,6.4,90.3,68.7,3,10,50.4,62.6
302,Operating Systems,6.6,6.4,90.3,68.7,3,10,93.2,76.6
302,Algorithms,1.6,6.4,90.3,68.7,3,10,70.8,45.2
303,Python Programming,5.1,7.0,68.3,62.8,5,41,40.5,60.3
303,DBMS,6.3,7.0,68.3,62.8,5,41,79.2,69.4
303,Data Analytics,6.3,7.0,68.3,62.8,5,41,92.5,75.8
303,Operating Systems,2.7,7.0,68.3,62.8,5,41,57.8,55.1
303,Algorithms,2.1,7.0,68.3,62.8,5,41,59.6,46.1
304,Python Programming,1.0,9.7,85.5,93.4,6,43,44.3,51.7
304,DBMS,7.2,9.7,85.5,93.4,6,43,44.3,76.5
304,Data Analytics,2.9,9.7,85.5,93.4,6,43,60.4,68.1
304,Operating Systems,5.0,9.7,85.5,93.4,6,43,88.5,84.4
304,Algorithms,3.9,9.7,85.5,93.4,6,43,65.9,68.8
305,Python Programming,3.7,9.2,77.7,90.4,4,34,90.0,73.0
305,DBMS,1.2,9.2,77.7,90.4,4,34,82.3,63.9
305,Data Analytics,4.9,9.2,77.7,90.4,4,34,91.9,83.5
305,Operating Systems,2.5,9.2,77.7,90.4,4,34,68.6,55.1
305,Algorithms,6.7,9.2,77.7,90.4,4,34,89.5,82.6
306,Python Programming,5.7,7.9,73.7,63.4,4,10,69.2,71.1
306,DBMS,5.6,7.9,73.7,63.4,4,10,72.5,61.2
306,Data Analytics,3.1,7.9,73.7,63.4,4,10,68.8,57.3
306,Operating Systems,5.6,7.9,73.7,63.4,4,10,82.9,69.7
306,Algorithms,3.4,7.9,73.7,63.4,4,10,80.9,63.3
307,Python Programming,5.1,6.6,92.9,73.9,2,35,44.7,51.5
307,DBMS,4.1,6.6,92.9,73.9,2,35,81.6,65.0
307,Data Analytics,7.3,6.6,92.9,73.9,2,35,54.7,72.6
307,Operating Systems,3.9,6.6,92.9,73.9,2,35,89.4,68.8
